"ObjectID","TrackingRegion","ObsMinutes","TotalDist_mm","PercSleeping","PercWalking","PercMicroMoving","PercResting","AvgSpeed","StartMin","EndMin","Plus","Minus","None"
0,"T1",-0.00833333333333333,1004.3062372,0.0948774442302396,0,0.5370421371523,0.368080418617461,0.273164611276642,0,0,304,3651,3307
0,"T2",-0.00833333333333333,502.16049912,0.778848801982925,0,0.100660974938034,0.120490223079042,0.133874886015449,0,0,955,4456,1851
0,"T3",-0.00833333333333333,1152.70288448,0,0,0.815615532911044,0.184384467088956,0.312337651525087,0,0,5552,613,1097
0,"T4",-0.00833333333333333,1962.89949184,0,0.00605893693197466,0.908152024235748,0.0857890388322776,Inf,0,0,3016,1835,2411
0,"T5",-0.00833333333333333,1610.06381592,0,0.00481960892316166,0.868080418617461,0.127099972459378,Inf,0,0,4489,1843,930
0,"T6",-0.00833333333333333,1219.306396,0,0,0.789727347838061,0.210272652161939,0.330758043084051,0,0,1199,4699,1364
