"Index","NA","NA","NA","NA","NA","NA"
1,2.85654896684793,5.98257202213229,7.27849215153798,-1,1.33110480428853,7.87273167331391
2,2.85654896684793,6.07412874410808,7.27849215153798,-1,1.33110480428853,7.87273167331391
3,2.85654896684793,6.27224999501774,7.31373721157658,-1,1.33110480428853,7.87273167331391
4,2.85654896684793,6.51263387578328,7.31373721157658,-1,1.33110480428853,7.87273167331391
5,2.85654896684793,6.75096200552188,7.31373721157658,-1,1.33110480428853,7.87273167331391
6,2.85654896684793,6.91548985972794,7.33151007637581,-1,1.33110480428853,7.87273167331391
7,2.85654896684793,7.07286872492343,7.31373721157658,-1,1.33110480428853,7.87273167331391
8,2.85654896684793,6.92319463831546,7.31373721157658,-1,1.3109263900006,7.87273167331391
9,2.85654896684793,6.8037119280581,7.31373721157658,-1,1.3109263900006,7.91583324735937
10,2.91253841176387,6.73165655689593,7.31373721157658,-1,1.3109263900006,7.91583324735937
11,2.91253841176387,6.73980415145722,7.2605895077466,-1,1.33110480428853,7.87273167331391
12,2.91253841176387,6.78732937170431,7.2605895077466,-1,1.25844348303768,7.91583324735937
13,2.91253841176387,6.68842582376451,7.2605895077466,-1,1.33110480428853,7.91583324735937
14,2.91253841176387,6.41438383634781,7.2605895077466,-1,1.3109263900006,7.95909542598906
15,2.91253841176387,6.0513694317898,7.2605895077466,-1,1.25844348303768,7.91583324735937
16,2.91253841176387,5.68999683655448,7.2605895077466,-1,1.3109263900006,7.91583324735937
17,2.91253841176387,5.33059996623269,7.2605895077466,-1,1.33110480428853,7.95909542598906
18,2.91253841176387,5.09230635370654,7.2605895077466,-1,1.33110480428853,7.95909542598906
19,2.91253841176387,4.97360714170309,7.2605895077466,-1,1.33110480428853,7.95909542598906
20,2.91253841176387,4.76,7.27849215153798,-1,1.33110480428853,7.91583324735937
21,2.85654896684793,4.76,7.33151007637581,-1,1.38309797194559,7.95909542598906
22,2.85654896684793,4.92609053915983,7.33151007637581,-1,1.38309797194559,7.95909542598906
23,2.85654896684793,5.10061329645759,7.31373721157658,-1,1.38309797194559,7.95909542598906
24,2.91253841176387,5.15595500368264,7.31373721157658,-1,1.38309797194559,7.91583324735937
25,2.85654896684793,5.25863556447868,7.31373721157658,-1,1.33110480428853,7.95909542598906
26,2.85654896684793,5.3622741444279,7.31373721157658,-1,1.38309797194559,7.95909542598906
27,2.85654896684793,5.52898978114447,7.31373721157658,-1,1.38309797194559,7.91583324735937
28,2.85654896684793,5.46078968648308,7.31373721157658,-1,1.33110480428853,7.91583324735937
29,2.85654896684793,5.33882983433636,7.31373721157658,-1,1.33110480428853,7.91583324735937
30,2.85654896684793,5.15686726608316,7.31373721157658,-1,1.33110480428853,7.91583324735937
31,2.85654896684793,4.98431459681268,7.31373721157658,-1,1.33110480428853,7.91583324735937
32,2.85654896684793,4.87489569119176,7.31373721157658,-1,1.38309797194559,7.87273167331391
33,2.85654896684793,4.54842742054878,7.31373721157658,-1,1.33110480428853,7.91583324735937
34,2.85654896684793,4.39091425559644,7.2605895077466,-1,1.33110480428853,7.91583324735937
35,2.85654896684793,4.35577777210913,7.20748499825008,-1,1.33110480428853,7.91583324735937
36,2.85654896684793,4.21751016596285,7.27849215153798,-1,1.3109263900006,7.91583324735937
37,2.85654896684793,3.88786831052699,7.2605895077466,-1,1.41670039175543,7.91583324735937
38,2.91253841176387,3.50481269114342,7.2605895077466,-1,1.41670039175543,7.91583324735937
39,2.85654896684793,3.64,7.31373721157658,-1,1.54076344712613,7.91583324735937
40,2.91253841176387,3.76243325522195,7.2605895077466,-1,1.54076344712613,7.91583324735937
41,2.91253841176387,3.88504414389335,7.2605895077466,-1,1.46993333182155,7.91583324735937
42,2.91253841176387,4.07686153799709,7.2605895077466,-1,1.46993333182155,7.91583324735937
43,2.91253841176387,4.26960981823866,7.20748499825008,-1,1.46993333182155,7.91583324735937
44,2.91253841176387,4.28610405846615,7.20748499825008,-1,1.48795698862568,7.91583324735937
45,2.85819523475917,4.35649767588599,7.20748499825008,-1,1.46993333182155,7.91583324735937
46,2.85819523475917,4.28683566281704,7.20748499825008,-1,1.48795698862568,7.91583324735937
47,2.91253841176387,4.34676891495281,7.20748499825008,-1,1.46993333182155,7.91583324735937
48,2.85819523475917,4.74283965573368,7.2605895077466,-1,1.46993333182155,7.91583324735937
49,2.91253841176387,5.03782175151126,7.2605895077466,-1,1.46993333182155,7.91583324735937
50,2.85654896684793,5.26072238385566,7.2605895077466,-1,1.52336469697837,7.91583324735937
51,2.85654896684793,5.18416049134284,7.2605895077466,-1,1.46993333182155,7.91583324735937
52,2.85654896684793,5.16203370775511,7.31373721157658,-1,1.46993333182155,7.91583324735937
53,2.85654896684793,5.22453289778139,7.2605895077466,-1,1.46993333182155,7.95909542598906
54,2.91253841176387,5.00127343783561,7.2605895077466,-1,1.46993333182155,7.95909542598906
55,2.91253841176387,5.07904872983121,7.27849215153798,-1,1.46993333182155,7.95909542598906
56,2.91253841176387,4.85006556656712,7.2605895077466,-1,1.46993333182155,7.95909542598906
57,2.91253841176387,4.7053331444224,7.2605895077466,-1,1.54076344712613,7.91583324735937
58,2.91253841176387,4.61787830069178,7.27849215153798,-1,1.54076344712613,7.95909542598906
59,2.91253841176387,4.61787830069178,7.2605895077466,-1,1.54076344712613,7.91583324735937
60,2.91253841176387,4.85426657694033,7.2605895077466,-1,1.54076344712613,7.91583324735937
61,2.91253841176387,5.16962203647423,7.2605895077466,-1,1.46993333182155,7.91583324735937
62,2.91253841176387,5.56404457207165,7.20748499825008,-1,1.46993333182155,7.91583324735937
63,2.91253841176387,5.8371774000796,7.2605895077466,-1,1.46993333182155,7.91583324735937
64,2.91253841176387,6.1480247234376,7.20748499825008,-1,1.46993333182155,7.91583324735937
65,2.91253841176387,6.58089355634932,7.20748499825008,-1,1.46993333182155,7.91583324735937
66,2.91253841176387,6.9732930527836,7.20748499825008,-1,1.46993333182155,7.91583324735937
67,2.91253841176387,7.369055299019,7.20748499825008,-1,1.46993333182155,7.91583324735937
68,2.91253841176387,7.72657957960701,7.20748499825008,-1,1.46993333182155,7.91583324735937
69,2.91253841176387,8.20452558043425,7.20748499825008,-1,1.46993333182155,7.87273167331391
70,2.91253841176387,8.56232491791803,7.20748499825008,-1,1.46993333182155,7.91583324735937
71,2.91253841176387,8.83753811872967,7.20748499825008,-1,1.41670039175543,7.91583324735937
72,2.91253841176387,9.11992280669086,7.20748499825008,-1,1.41670039175543,7.91583324735937
73,2.91253841176387,9.2781032544373,7.20748499825008,-1,1.41670039175543,7.91583324735937
74,2.91253841176387,9.44061014977316,7.2605895077466,-1,1.46993333182155,7.91583324735937
75,2.91253841176387,9.47062490018478,7.20748499825008,-1,1.46993333182155,7.91583324735937
76,2.91253841176387,9.50648452373431,7.20748499825008,-1,1.46993333182155,7.91583324735937
77,2.91415305020172,9.79039529334745,7.20748499825008,-1,1.46993333182155,7.91583324735937
78,2.91253841176387,9.91089259350539,7.20748499825008,-1,1.46993333182155,7.91583324735937
79,2.91415305020172,9.78462794387196,7.20748499825008,-1,1.52336469697837,7.91583324735937
80,2.85819523475917,9.70158584974642,7.2605895077466,-1,1.52336469697837,7.91583324735937
81,2.91253841176387,9.58565595042927,7.20748499825008,-1,1.52336469697837,7.91583324735937
82,2.91253841176387,9.53020629367487,7.2605895077466,-1,1.52336469697837,7.91583324735937
83,2.91253841176387,9.52411675694917,7.20748499825008,-1,1.46993333182155,7.87273167331391
84,2.91253841176387,9.3184067307668,7.20748499825008,-1,1.52336469697837,7.87273167331391
85,2.91253841176387,9.05504588613443,7.20748499825008,-1,1.46993333182155,7.87273167331391
86,2.91253841176387,8.67042052036693,7.20748499825008,-1,1.52336469697837,7.87273167331391
87,2.91253841176387,8.42683712907755,7.20748499825008,-1,1.52336469697837,7.87273167331391
88,2.91253841176387,8.11555740537888,7.20748499825008,-1,1.52336469697837,7.87273167331391
89,2.91253841176387,7.8639633773308,7.2605895077466,-1,1.52336469697837,7.87273167331391
90,2.91253841176387,7.80411788737203,7.2605895077466,-1,1.52336469697837,7.87273167331391
91,2.91253841176387,7.44821052334049,7.2605895077466,-1,1.52336469697837,7.87273167331391
92,2.85819523475917,7.28344533857432,7.20748499825008,-1,1.46993333182155,7.87273167331391
93,2.91253841176387,6.94603196076724,7.2605895077466,-1,1.52336469697837,7.87273167331391
94,2.91415305020172,6.73701180049434,7.20748499825008,-1,1.52336469697837,7.87273167331391
95,2.91253841176387,6.90868438995443,7.2605895077466,-1,1.52336469697837,7.87273167331391
96,2.91253841176387,7.25021599678244,7.24307558983061,-1,1.46993333182155,7.91583324735937
97,2.91253841176387,7.56663412621491,7.2605895077466,-1,1.52336469697837,7.87273167331391
98,2.91253841176387,7.79688142785306,7.2605895077466,-1,1.52336469697837,7.87273167331391
99,2.91253841176387,8.10917899666791,7.24307558983061,-1,1.52336469697837,7.87273167331391
100,2.91253841176387,8.38224790852669,7.20748499825008,-1,1.52336469697837,7.87273167331391
101,2.91253841176387,8.29197202117807,7.15442464493128,-1,1.46993333182155,7.91583324735937
102,2.91253841176387,8.00506239825774,7.20748499825008,-1,1.46993333182155,7.91583324735937
103,2.91253841176387,7.91959594928933,7.20748499825008,-1,1.52336469697837,7.91583324735937
104,2.91253841176387,7.85997455466619,7.18984172287541,-1,1.52336469697837,7.91583324735937
