ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
4,T_0,613,808,-114,261,21641,2690937.934,Left,High,5/1/2023 13:53:23,62,0,1,One
5,T_0,161,818,-566,271,21641,2690937.934,Left,High,5/1/2023 13:53:23,62,0,1,One
1,T_0,938,312,211,-235,21642,2691062.904,Right,High,5/1/2023 13:53:23,187,0,1,One
2,T_0,1358,736,631,189,21642,2691062.904,Right,High,5/1/2023 13:53:23,187,0,1,One
3,T_0,343,737,-384,190,21642,2691062.904,Left,High,5/1/2023 13:53:23,187,0,1,One
4,T_0,612,808,-115,261,21642,2691062.904,Left,High,5/1/2023 13:53:23,187,0,1,One
5,T_0,161,818,-566,271,21642,2691062.904,Left,High,5/1/2023 13:53:23,187,0,1,One
1,T_0,954,319,227,-228,21643,2691187.877,Right,High,5/1/2023 13:53:23,312,0,1,One
2,T_0,1358,736,631,189,21643,2691187.877,Right,High,5/1/2023 13:53:23,312,0,1,One
3,T_0,342,737,-385,190,21643,2691187.877,Left,High,5/1/2023 13:53:23,312,0,1,One
4,T_0,613,808,-114,261,21643,2691187.877,Left,High,5/1/2023 13:53:23,312,0,1,One
5,T_0,161,818,-566,271,21643,2691187.877,Left,High,5/1/2023 13:53:23,312,0,1,One
1,T_0,968,322,241,-225,21644,2691312.931,Right,High,5/1/2023 13:53:23,437,0,1,One
2,T_0,1358,736,631,189,21644,2691312.931,Right,High,5/1/2023 13:53:23,437,0,1,One
3,T_0,342,736,-385,189,21644,2691312.931,Left,High,5/1/2023 13:53:23,437,0,1,One
4,T_0,613,807,-114,260,21644,2691312.931,Left,High,5/1/2023 13:53:23,437,0,1,One
5,T_0,161,818,-566,271,21644,2691312.931,Left,High,5/1/2023 13:53:23,437,0,1,One
1,T_0,977,322,250,-225,21645,2691437.841,Right,High,5/1/2023 13:53:23,562,0,1,One
2,T_0,1358,736,631,189,21645,2691437.841,Right,High,5/1/2023 13:53:23,562,0,1,One
3,T_0,343,737,-384,190,21645,2691437.841,Left,High,5/1/2023 13:53:23,562,0,1,One
4,T_0,613,807,-114,260,21645,2691437.841,Left,High,5/1/2023 13:53:23,562,0,1,One
5,T_0,161,818,-566,271,21645,2691437.841,Left,High,5/1/2023 13:53:23,562,0,1,One
1,T_0,988,324,261,-223,21646,2691562.858,Right,High,5/1/2023 13:53:23,687,0,1,One
2,T_0,1358,736,631,189,21646,2691562.858,Right,High,5/1/2023 13:53:23,687,0,1,One
3,T_0,343,737,-384,190,21646,2691562.858,Left,High,5/1/2023 13:53:23,687,0,1,One
4,T_0,613,806,-114,259,21646,2691562.858,Left,High,5/1/2023 13:53:23,687,0,1,One
5,T_0,161,818,-566,271,21646,2691562.858,Left,High,5/1/2023 13:53:23,687,0,1,One
1,T_0,997,327,270,-220,21647,2691687.842,Right,High,5/1/2023 13:53:23,812,0,1,One
2,T_0,1358,736,631,189,21647,2691687.842,Right,High,5/1/2023 13:53:23,812,0,1,One
3,T_0,343,737,-384,190,21647,2691687.842,Left,High,5/1/2023 13:53:23,812,0,1,One
4,T_0,611,804,-116,257,21647,2691687.842,Left,High,5/1/2023 13:53:23,812,0,1,One
5,T_0,161,818,-566,271,21647,2691687.842,Left,High,5/1/2023 13:53:23,812,0,1,One
1,T_0,1013,330,286,-217,21648,2691812.815,Right,High,5/1/2023 13:53:23,937,0,1,One
2,T_0,1358,736,631,189,21648,2691812.815,Right,High,5/1/2023 13:53:23,937,0,1,One
3,T_0,342,736,-385,189,21648,2691812.815,Left,High,5/1/2023 13:53:23,937,0,1,One
4,T_0,611,803,-116,256,21648,2691812.815,Left,High,5/1/2023 13:53:23,937,0,1,One
5,T_0,161,818,-566,271,21648,2691812.815,Left,High,5/1/2023 13:53:23,937,0,1,One
1,T_0,1032,332,305,-215,21649,2691937.713,Right,High,5/1/2023 13:53:24,62,0,1,One
2,T_0,1358,736,631,189,21649,2691937.713,Right,High,5/1/2023 13:53:24,62,0,1,One
3,T_0,343,737,-384,190,21649,2691937.713,Left,High,5/1/2023 13:53:24,62,0,1,One
4,T_0,611,801,-116,254,21649,2691937.713,Left,High,5/1/2023 13:53:24,62,0,1,One
5,T_0,161,818,-566,271,21649,2691937.713,Left,High,5/1/2023 13:53:24,62,0,1,One
1,T_0,1050,338,323,-209,21650,2692062.675,Right,High,5/1/2023 13:53:24,187,0,1,One
2,T_0,1358,736,631,189,21650,2692062.675,Right,High,5/1/2023 13:53:24,187,0,1,One
3,T_0,342,736,-385,189,21650,2692062.675,Left,High,5/1/2023 13:53:24,187,0,1,One
4,T_0,612,800,-115,253,21650,2692062.675,Left,High,5/1/2023 13:53:24,187,0,1,One
5,T_0,161,818,-566,271,21650,2692062.675,Left,High,5/1/2023 13:53:24,187,0,1,One
1,T_0,1065,343,338,-204,21651,2692187.734,Right,High,5/1/2023 13:53:24,312,0,1,One
2,T_0,1358,736,631,189,21651,2692187.734,Right,High,5/1/2023 13:53:24,312,0,1,One
3,T_0,342,736,-385,189,21651,2692187.734,Left,High,5/1/2023 13:53:24,312,0,1,One
4,T_0,613,799,-114,252,21651,2692187.734,Left,High,5/1/2023 13:53:24,312,0,1,One
5,T_0,161,818,-566,271,21651,2692187.734,Left,High,5/1/2023 13:53:24,312,0,1,One
1,T_0,1073,351,346,-196,21652,2692312.616,Right,High,5/1/2023 13:53:24,437,0,1,One
2,T_0,1358,736,631,189,21652,2692312.616,Right,High,5/1/2023 13:53:24,437,0,1,One
3,T_0,342,737,-385,190,21652,2692312.616,Left,High,5/1/2023 13:53:24,437,0,1,One
4,T_0,613,799,-114,252,21652,2692312.616,Left,High,5/1/2023 13:53:24,437,0,1,One
5,T_0,161,818,-566,271,21652,2692312.616,Left,High,5/1/2023 13:53:24,437,0,1,One
1,T_0,1080,363,353,-184,21653,2692437.584,Right,High,5/1/2023 13:53:24,562,0,1,One
2,T_0,1358,736,631,189,21653,2692437.584,Right,High,5/1/2023 13:53:24,562,0,1,One
3,T_0,343,737,-384,190,21653,2692437.584,Left,High,5/1/2023 13:53:24,562,0,1,One
4,T_0,613,799,-114,252,21653,2692437.584,Left,High,5/1/2023 13:53:24,562,0,1,One
5,T_0,161,818,-566,271,21653,2692437.584,Left,High,5/1/2023 13:53:24,562,0,1,One
1,T_0,1090,376,363,-171,21654,2692562.626,Right,High,5/1/2023 13:53:24,687,0,1,One
2,T_0,1358,736,631,189,21654,2692562.626,Right,High,5/1/2023 13:53:24,687,0,1,One
3,T_0,343,737,-384,190,21654,2692562.626,Left,High,5/1/2023 13:53:24,687,0,1,One
4,T_0,613,798,-114,251,21654,2692562.626,Left,High,5/1/2023 13:53:24,687,0,1,One
5,T_0,162,818,-565,271,21654,2692562.626,Left,High,5/1/2023 13:53:24,687,0,1,One
1,T_0,1100,391,373,-156,21655,2692687.594,Right,High,5/1/2023 13:53:24,812,0,1,One
2,T_0,1358,736,631,189,21655,2692687.594,Right,High,5/1/2023 13:53:24,812,0,1,One
3,T_0,343,737,-384,190,21655,2692687.594,Left,High,5/1/2023 13:53:24,812,0,1,One
4,T_0,612,797,-115,250,21655,2692687.594,Left,High,5/1/2023 13:53:24,812,0,1,One
5,T_0,161,818,-566,271,21655,2692687.594,Left,High,5/1/2023 13:53:24,812,0,1,One
1,T_0,1102,402,375,-145,21656,2692812.58,Right,High,5/1/2023 13:53:24,937,0,1,One
2,T_0,1358,736,631,189,21656,2692812.58,Right,High,5/1/2023 13:53:24,937,0,1,One
3,T_0,343,737,-384,190,21656,2692812.58,Left,High,5/1/2023 13:53:24,937,0,1,One
4,T_0,613,795,-114,248,21656,2692812.58,Left,High,5/1/2023 13:53:24,937,0,1,One
5,T_0,161,818,-566,271,21656,2692812.58,Left,High,5/1/2023 13:53:24,937,0,1,One
1,T_0,1108,411,381,-136,21657,2692937.471,Right,High,5/1/2023 13:53:25,62,0,1,One
2,T_0,1358,736,631,189,21657,2692937.471,Right,High,5/1/2023 13:53:25,62,0,1,One
3,T_0,342,737,-385,190,21657,2692937.471,Left,High,5/1/2023 13:53:25,62,0,1,One
4,T_0,613,794,-114,247,21657,2692937.471,Left,High,5/1/2023 13:53:25,62,0,1,One
5,T_0,161,818,-566,271,21657,2692937.471,Left,High,5/1/2023 13:53:25,62,0,1,One
1,T_0,1117,424,390,-123,21658,2693062.526,Right,High,5/1/2023 13:53:25,187,0,1,One
2,T_0,1358,736,631,189,21658,2693062.526,Right,High,5/1/2023 13:53:25,187,0,1,One
3,T_0,342,737,-385,190,21658,2693062.526,Left,High,5/1/2023 13:53:25,187,0,1,One
4,T_0,613,794,-114,247,21658,2693062.526,Left,High,5/1/2023 13:53:25,187,0,1,One
5,T_0,161,818,-566,271,21658,2693062.526,Left,High,5/1/2023 13:53:25,187,0,1,One
1,T_0,1128,434,401,-113,21659,2693187.495,Right,High,5/1/2023 13:53:25,312,0,1,One
2,T_0,1358,736,631,189,21659,2693187.495,Right,High,5/1/2023 13:53:25,312,0,1,One
3,T_0,343,737,-384,190,21659,2693187.495,Left,High,5/1/2023 13:53:25,312,0,1,One
4,T_0,613,794,-114,247,21659,2693187.495,Left,High,5/1/2023 13:53:25,312,0,1,One
5,T_0,161,818,-566,271,21659,2693187.495,Left,High,5/1/2023 13:53:25,312,0,1,One
1,T_0,1141,439,414,-108,21660,2693312.383,Right,High,5/1/2023 13:53:25,437,0,1,One
2,T_0,1358,736,631,189,21660,2693312.383,Right,High,5/1/2023 13:53:25,437,0,1,One
3,T_0,343,737,-384,190,21660,2693312.383,Left,High,5/1/2023 13:53:25,437,0,1,One
4,T_0,614,790,-113,243,21660,2693312.383,Left,High,5/1/2023 13:53:25,437,0,1,One
5,T_0,161,818,-566,271,21660,2693312.383,Left,High,5/1/2023 13:53:25,437,0,1,One
1,T_0,1155,441,428,-106,21661,2693437.435,Right,High,5/1/2023 13:53:25,562,0,1,One
2,T_0,1358,736,631,189,21661,2693437.435,Right,High,5/1/2023 13:53:25,562,0,1,One
3,T_0,342,737,-385,190,21661,2693437.435,Left,High,5/1/2023 13:53:25,562,0,1,One
4,T_0,616,786,-111,239,21661,2693437.435,Left,High,5/1/2023 13:53:25,562,0,1,One
5,T_0,161,818,-566,271,21661,2693437.435,Left,High,5/1/2023 13:53:25,562,0,1,One
1,T_0,1172,444,445,-103,21662,2693562.392,Right,High,5/1/2023 13:53:25,687,0,1,One
2,T_0,1357,736,630,189,21662,2693562.392,Right,High,5/1/2023 13:53:25,687,0,1,One
3,T_0,343,737,-384,190,21662,2693562.392,Left,High,5/1/2023 13:53:25,687,0,1,One
4,T_0,620,780,-107,233,21662,2693562.392,Left,High,5/1/2023 13:53:25,687,0,1,One
5,T_0,162,818,-565,271,21662,2693562.392,Left,High,5/1/2023 13:53:25,687,0,1,One
1,T_0,1186,449,459,-98,21663,2693687.296,Right,High,5/1/2023 13:53:25,812,0,1,One
2,T_0,1358,736,631,189,21663,2693687.296,Right,High,5/1/2023 13:53:25,812,0,1,One
3,T_0,343,737,-384,190,21663,2693687.296,Left,High,5/1/2023 13:53:25,812,0,1,One
4,T_0,622,778,-105,231,21663,2693687.296,Left,High,5/1/2023 13:53:25,812,0,1,One
5,T_0,161,818,-566,271,21663,2693687.296,Left,High,5/1/2023 13:53:25,812,0,1,One
1,T_0,1191,455,464,-92,21664,2693812.266,Right,High,5/1/2023 13:53:25,937,0,1,One
2,T_0,1358,736,631,189,21664,2693812.266,Right,High,5/1/2023 13:53:25,937,0,1,One
3,T_0,343,737,-384,190,21664,2693812.266,Left,High,5/1/2023 13:53:25,937,0,1,One
4,T_0,624,775,-103,228,21664,2693812.266,Left,High,5/1/2023 13:53:25,937,0,1,One
5,T_0,161,818,-566,271,21664,2693812.266,Left,High,5/1/2023 13:53:25,937,0,1,One
1,T_0,1192,462,465,-85,21665,2693937.319,Right,High,5/1/2023 13:53:26,62,0,1,One
2,T_0,1357,736,630,189,21665,2693937.319,Right,High,5/1/2023 13:53:26,62,0,1,One
3,T_0,343,737,-384,190,21665,2693937.319,Left,High,5/1/2023 13:53:26,62,0,1,One
4,T_0,624,773,-103,226,21665,2693937.319,Left,High,5/1/2023 13:53:26,62,0,1,One
5,T_0,161,818,-566,271,21665,2693937.319,Left,High,5/1/2023 13:53:26,62,0,1,One
1,T_0,1199,476,472,-71,21666,2694062.287,Right,High,5/1/2023 13:53:26,187,0,1,One
2,T_0,1358,736,631,189,21666,2694062.287,Right,High,5/1/2023 13:53:26,187,0,1,One
3,T_0,343,737,-384,190,21666,2694062.287,Left,High,5/1/2023 13:53:26,187,0,1,One
4,T_0,624,772,-103,225,21666,2694062.287,Left,High,5/1/2023 13:53:26,187,0,1,One
5,T_0,161,818,-566,271,21666,2694062.287,Left,High,5/1/2023 13:53:26,187,0,1,One
1,T_0,1205,489,478,-58,21667,2694187.181,Right,High,5/1/2023 13:53:26,311,0,1,One
2,T_0,1358,736,631,189,21667,2694187.181,Right,High,5/1/2023 13:53:26,311,0,1,One
3,T_0,343,737,-384,190,21667,2694187.181,Left,High,5/1/2023 13:53:26,311,0,1,One
4,T_0,624,772,-103,225,21667,2694187.181,Left,High,5/1/2023 13:53:26,311,0,1,One
5,T_0,161,818,-566,271,21667,2694187.181,Left,High,5/1/2023 13:53:26,311,0,1,One
1,T_0,1212,503,485,-44,21668,2694312.152,Right,High,5/1/2023 13:53:26,436,0,1,One
2,T_0,1358,736,631,189,21668,2694312.152,Right,High,5/1/2023 13:53:26,436,0,1,One
3,T_0,342,737,-385,190,21668,2694312.152,Left,High,5/1/2023 13:53:26,436,0,1,One
4,T_0,624,772,-103,225,21668,2694312.152,Left,High,5/1/2023 13:53:26,436,0,1,One
5,T_0,161,818,-566,271,21668,2694312.152,Left,High,5/1/2023 13:53:26,436,0,1,One
1,T_0,1221,516,494,-31,21669,2694437.211,Right,High,5/1/2023 13:53:26,561,0,1,One
2,T_0,1358,736,631,189,21669,2694437.211,Right,High,5/1/2023 13:53:26,561,0,1,One
3,T_0,343,737,-384,190,21669,2694437.211,Left,High,5/1/2023 13:53:26,561,0,1,One
4,T_0,624,772,-103,225,21669,2694437.211,Left,High,5/1/2023 13:53:26,561,0,1,One
5,T_0,161,818,-566,271,21669,2694437.211,Left,High,5/1/2023 13:53:26,561,0,1,One
1,T_0,1230,530,503,-17,21670,2694562.164,Right,High,5/1/2023 13:53:26,686,0,1,One
2,T_0,1358,736,631,189,21670,2694562.164,Right,High,5/1/2023 13:53:26,686,0,1,One
3,T_0,343,737,-384,190,21670,2694562.164,Left,High,5/1/2023 13:53:26,686,0,1,One
4,T_0,624,771,-103,224,21670,2694562.164,Left,High,5/1/2023 13:53:26,686,0,1,One
5,T_0,161,818,-566,271,21670,2694562.164,Left,High,5/1/2023 13:53:26,686,0,1,One
1,T_0,1241,545,514,-2,21671,2694687.142,Right,High,5/1/2023 13:53:26,811,0,1,One
2,T_0,1358,736,631,189,21671,2694687.142,Right,High,5/1/2023 13:53:26,811,0,1,One
3,T_0,343,737,-384,190,21671,2694687.142,Left,High,5/1/2023 13:53:26,811,0,1,One
4,T_0,624,771,-103,224,21671,2694687.142,Left,High,5/1/2023 13:53:26,811,0,1,One
5,T_0,161,818,-566,271,21671,2694687.142,Left,High,5/1/2023 13:53:26,811,0,1,One
1,T_0,1254,564,527,17,21672,2694812.038,Right,High,5/1/2023 13:53:26,936,0,1,One
2,T_0,1358,736,631,189,21672,2694812.038,Right,High,5/1/2023 13:53:26,936,0,1,One
3,T_0,343,737,-384,190,21672,2694812.038,Left,High,5/1/2023 13:53:26,936,0,1,One
4,T_0,624,771,-103,224,21672,2694812.038,Left,High,5/1/2023 13:53:26,936,0,1,One
5,T_0,161,818,-566,271,21672,2694812.038,Left,High,5/1/2023 13:53:26,936,0,1,One
1,T_0,1262,576,535,29,21673,2694937.006,Right,High,5/1/2023 13:53:27,61,0,1,One
2,T_0,1358,736,631,189,21673,2694937.006,Right,High,5/1/2023 13:53:27,61,0,1,One
3,T_0,343,737,-384,190,21673,2694937.006,Left,High,5/1/2023 13:53:27,61,0,1,One
4,T_0,624,771,-103,224,21673,2694937.006,Left,High,5/1/2023 13:53:27,61,0,1,One
5,T_0,160,818,-567,271,21673,2694937.006,Left,High,5/1/2023 13:53:27,61,0,1,One
1,T_0,1277,589,550,42,21674,2695062.064,Right,High,5/1/2023 13:53:27,186,0,1,One
2,T_0,1358,736,631,189,21674,2695062.064,Right,High,5/1/2023 13:53:27,186,0,1,One
3,T_0,343,737,-384,190,21674,2695062.064,Left,High,5/1/2023 13:53:27,186,0,1,One
4,T_0,624,771,-103,224,21674,2695062.064,Left,High,5/1/2023 13:53:27,186,0,1,One
5,T_0,161,818,-566,271,21674,2695062.064,Left,High,5/1/2023 13:53:27,186,0,1,One
1,T_0,1291,602,564,55,21675,2695186.951,Right,High,5/1/2023 13:53:27,311,0,1,One
2,T_0,1358,736,631,189,21675,2695186.951,Right,High,5/1/2023 13:53:27,311,0,1,One
3,T_0,343,737,-384,190,21675,2695186.951,Left,High,5/1/2023 13:53:27,311,0,1,One
4,T_0,624,771,-103,224,21675,2695186.951,Left,High,5/1/2023 13:53:27,311,0,1,One
5,T_0,161,818,-566,271,21675,2695186.951,Left,High,5/1/2023 13:53:27,311,0,1,One
1,T_0,1296,606,569,59,21676,2695311.92,Right,High,5/1/2023 13:53:27,436,0,1,One
2,T_0,1358,736,631,189,21676,2695311.92,Right,High,5/1/2023 13:53:27,436,0,1,One
3,T_0,343,737,-384,190,21676,2695311.92,Left,High,5/1/2023 13:53:27,436,0,1,One
4,T_0,624,771,-103,224,21676,2695311.92,Left,High,5/1/2023 13:53:27,436,0,1,One
5,T_0,161,818,-566,271,21676,2695311.92,Left,High,5/1/2023 13:53:27,436,0,1,One
1,T_0,1302,606,575,59,21677,2695436.98,Right,High,5/1/2023 13:53:27,561,0,1,One
2,T_0,1358,736,631,189,21677,2695436.98,Right,High,5/1/2023 13:53:27,561,0,1,One
3,T_0,343,737,-384,190,21677,2695436.98,Left,High,5/1/2023 13:53:27,561,0,1,One
4,T_0,623,771,-104,224,21677,2695436.98,Left,High,5/1/2023 13:53:27,561,0,1,One
5,T_0,161,818,-566,271,21677,2695436.98,Left,High,5/1/2023 13:53:27,561,0,1,One
1,T_0,1312,604,585,57,21678,2695561.931,Right,High,5/1/2023 13:53:27,686,0,1,One
2,T_0,1358,736,631,189,21678,2695561.931,Right,High,5/1/2023 13:53:27,686,0,1,One
3,T_0,342,737,-385,190,21678,2695561.931,Left,High,5/1/2023 13:53:27,686,0,1,One
4,T_0,623,770,-104,223,21678,2695561.931,Left,High,5/1/2023 13:53:27,686,0,1,One
5,T_0,161,818,-566,271,21678,2695561.931,Left,High,5/1/2023 13:53:27,686,0,1,One
1,T_0,1318,605,591,58,21679,2695686.833,Right,High,5/1/2023 13:53:27,811,0,1,One
2,T_0,1358,736,631,189,21679,2695686.833,Right,High,5/1/2023 13:53:27,811,0,1,One
3,T_0,342,736,-385,189,21679,2695686.833,Left,High,5/1/2023 13:53:27,811,0,1,One
4,T_0,619,766,-108,219,21679,2695686.833,Left,High,5/1/2023 13:53:27,811,0,1,One
5,T_0,161,818,-566,271,21679,2695686.833,Left,High,5/1/2023 13:53:27,811,0,1,One
1,T_0,1324,608,597,61,21680,2695811.804,Right,High,5/1/2023 13:53:27,936,0,1,One
2,T_0,1358,736,631,189,21680,2695811.804,Right,High,5/1/2023 13:53:27,936,0,1,One
3,T_0,343,737,-384,190,21680,2695811.804,Left,High,5/1/2023 13:53:27,936,0,1,One
4,T_0,617,763,-110,216,21680,2695811.804,Left,High,5/1/2023 13:53:27,936,0,1,One
5,T_0,161,818,-566,271,21680,2695811.804,Left,High,5/1/2023 13:53:27,936,0,1,One
1,T_0,1331,614,604,67,21681,2695936.859,Right,High,5/1/2023 13:53:28,61,0,1,One
2,T_0,1358,736,631,189,21681,2695936.859,Right,High,5/1/2023 13:53:28,61,0,1,One
3,T_0,343,737,-384,190,21681,2695936.859,Left,High,5/1/2023 13:53:28,61,0,1,One
4,T_0,614,760,-113,213,21681,2695936.859,Left,High,5/1/2023 13:53:28,61,0,1,One
5,T_0,161,818,-566,271,21681,2695936.859,Left,High,5/1/2023 13:53:28,61,0,1,One
1,T_0,1334,623,607,76,21682,2696061.746,Right,High,5/1/2023 13:53:28,186,0,1,One
2,T_0,1358,736,631,189,21682,2696061.746,Right,High,5/1/2023 13:53:28,186,0,1,One
3,T_0,342,737,-385,190,21682,2696061.746,Left,High,5/1/2023 13:53:28,186,0,1,One
4,T_0,611,755,-116,208,21682,2696061.746,Left,High,5/1/2023 13:53:28,186,0,1,One
5,T_0,161,818,-566,271,21682,2696061.746,Left,High,5/1/2023 13:53:28,186,0,1,One
1,T_0,1346,632,619,85,21683,2696186.716,Right,High,5/1/2023 13:53:28,311,0,1,One
2,T_0,1358,736,631,189,21683,2696186.716,Right,High,5/1/2023 13:53:28,311,0,1,One
3,T_0,343,737,-384,190,21683,2696186.716,Left,High,5/1/2023 13:53:28,311,0,1,One
4,T_0,607,752,-120,205,21683,2696186.716,Left,High,5/1/2023 13:53:28,311,0,1,One
5,T_0,161,818,-566,271,21683,2696186.716,Left,High,5/1/2023 13:53:28,311,0,1,One
1,T_0,1357,644,630,97,21684,2696311.778,Right,High,5/1/2023 13:53:28,436,0,1,One
2,T_0,1358,736,631,189,21684,2696311.778,Right,High,5/1/2023 13:53:28,436,0,1,One
3,T_0,343,737,-384,190,21684,2696311.778,Left,High,5/1/2023 13:53:28,436,0,1,One
4,T_0,601,746,-126,199,21684,2696311.778,Left,High,5/1/2023 13:53:28,436,0,1,One
5,T_0,161,818,-566,271,21684,2696311.778,Left,High,5/1/2023 13:53:28,436,0,1,One
1,T_0,1367,654,640,107,21685,2696436.74,Right,High,5/1/2023 13:53:28,561,0,1,One
2,T_0,594,738,-133,191,21685,2696436.74,Left,High,5/1/2023 13:53:28,561,0,1,One
3,T_0,1358,736,631,189,21685,2696436.74,Right,High,5/1/2023 13:53:28,561,0,1,One
4,T_0,342,737,-385,190,21685,2696436.74,Left,High,5/1/2023 13:53:28,561,0,1,One
5,T_0,161,818,-566,271,21685,2696436.74,Left,High,5/1/2023 13:53:28,561,0,1,One
1,T_0,1366,655,639,108,21686,2696561.699,Right,High,5/1/2023 13:53:28,686,0,1,One
2,T_0,589,730,-138,183,21686,2696561.699,Left,High,5/1/2023 13:53:28,686,0,1,One
3,T_0,1358,736,631,189,21686,2696561.699,Right,High,5/1/2023 13:53:28,686,0,1,One
4,T_0,342,736,-385,189,21686,2696561.699,Left,High,5/1/2023 13:53:28,686,0,1,One
5,T_0,161,818,-566,271,21686,2696561.699,Left,High,5/1/2023 13:53:28,686,0,1,One
1,T_0,1364,656,637,109,21687,2696686.601,Right,High,5/1/2023 13:53:28,811,0,1,One
2,T_0,582,723,-145,176,21687,2696686.601,Left,High,5/1/2023 13:53:28,811,0,1,One
3,T_0,1358,736,631,189,21687,2696686.601,Right,High,5/1/2023 13:53:28,811,0,1,One
4,T_0,342,737,-385,190,21687,2696686.601,Left,High,5/1/2023 13:53:28,811,0,1,One
5,T_0,161,818,-566,271,21687,2696686.601,Left,High,5/1/2023 13:53:28,811,0,1,One
1,T_0,1360,657,633,110,21688,2696811.662,Right,High,5/1/2023 13:53:28,936,0,1,One
2,T_0,576,717,-151,170,21688,2696811.662,Left,High,5/1/2023 13:53:28,936,0,1,One
3,T_0,1358,736,631,189,21688,2696811.662,Right,High,5/1/2023 13:53:28,936,0,1,One
4,T_0,342,736,-385,189,21688,2696811.662,Left,High,5/1/2023 13:53:28,936,0,1,One
5,T_0,161,818,-566,271,21688,2696811.662,Left,High,5/1/2023 13:53:28,936,0,1,One
1,T_0,1357,662,630,115,21689,2696936.544,Right,High,5/1/2023 13:53:29,61,0,1,One
2,T_0,571,711,-156,164,21689,2696936.544,Left,High,5/1/2023 13:53:29,61,0,1,One
3,T_0,1358,736,631,189,21689,2696936.544,Right,High,5/1/2023 13:53:29,61,0,1,One
4,T_0,343,737,-384,190,21689,2696936.544,Left,High,5/1/2023 13:53:29,61,0,1,One
5,T_0,161,818,-566,271,21689,2696936.544,Left,High,5/1/2023 13:53:29,61,0,1,One
1,T_0,1356,665,629,118,21690,2697061.513,Right,High,5/1/2023 13:53:29,186,0,1,One
2,T_0,570,711,-157,164,21690,2697061.513,Left,High,5/1/2023 13:53:29,186,0,1,One
3,T_0,1358,736,631,189,21690,2697061.513,Right,High,5/1/2023 13:53:29,186,0,1,One
4,T_0,342,736,-385,189,21690,2697061.513,Left,High,5/1/2023 13:53:29,186,0,1,One
5,T_0,161,818,-566,271,21690,2697061.513,Left,High,5/1/2023 13:53:29,186,0,1,One
1,T_0,1356,665,629,118,21691,2697186.568,Right,High,5/1/2023 13:53:29,311,0,1,One
2,T_0,570,711,-157,164,21691,2697186.568,Left,High,5/1/2023 13:53:29,311,0,1,One
3,T_0,1357,736,630,189,21691,2697186.568,Right,High,5/1/2023 13:53:29,311,0,1,One
4,T_0,343,737,-384,190,21691,2697186.568,Left,High,5/1/2023 13:53:29,311,0,1,One
5,T_0,161,818,-566,271,21691,2697186.568,Left,High,5/1/2023 13:53:29,311,0,1,One
1,T_0,1355,665,628,118,21692,2697311.456,Right,High,5/1/2023 13:53:29,436,0,1,One
2,T_0,570,710,-157,163,21692,2697311.456,Left,High,5/1/2023 13:53:29,436,0,1,One
3,T_0,1358,736,631,189,21692,2697311.456,Right,High,5/1/2023 13:53:29,436,0,1,One
4,T_0,342,736,-385,189,21692,2697311.456,Left,High,5/1/2023 13:53:29,436,0,1,One
5,T_0,161,818,-566,271,21692,2697311.456,Left,High,5/1/2023 13:53:29,436,0,1,One
1,T_0,1354,665,627,118,21693,2697436.427,Right,High,5/1/2023 13:53:29,561,0,1,One
2,T_0,570,710,-157,163,21693,2697436.427,Left,High,5/1/2023 13:53:29,561,0,1,One
3,T_0,1358,736,631,189,21693,2697436.427,Right,High,5/1/2023 13:53:29,561,0,1,One
4,T_0,342,737,-385,190,21693,2697436.427,Left,High,5/1/2023 13:53:29,561,0,1,One
5,T_0,161,818,-566,271,21693,2697436.427,Left,High,5/1/2023 13:53:29,561,0,1,One
1,T_0,1353,665,626,118,21694,2697561.466,Right,High,5/1/2023 13:53:29,686,0,1,One
2,T_0,570,710,-157,163,21694,2697561.466,Left,High,5/1/2023 13:53:29,686,0,1,One
3,T_0,1358,736,631,189,21694,2697561.466,Right,High,5/1/2023 13:53:29,686,0,1,One
4,T_0,343,737,-384,190,21694,2697561.466,Left,High,5/1/2023 13:53:29,686,0,1,One
5,T_0,161,818,-566,271,21694,2697561.466,Left,High,5/1/2023 13:53:29,686,0,1,One
1,T_0,1353,665,626,118,21695,2697686.453,Right,High,5/1/2023 13:53:29,811,0,1,One
2,T_0,570,712,-157,165,21695,2697686.453,Left,High,5/1/2023 13:53:29,811,0,1,One
3,T_0,1358,736,631,189,21695,2697686.453,Right,High,5/1/2023 13:53:29,811,0,1,One
4,T_0,343,737,-384,190,21695,2697686.453,Left,High,5/1/2023 13:53:29,811,0,1,One
5,T_0,161,818,-566,271,21695,2697686.453,Left,High,5/1/2023 13:53:29,811,0,1,One
1,T_0,1353,664,626,117,21696,2697811.424,Right,High,5/1/2023 13:53:29,936,0,1,One
2,T_0,570,711,-157,164,21696,2697811.424,Left,High,5/1/2023 13:53:29,936,0,1,One
3,T_0,1358,736,631,189,21696,2697811.424,Right,High,5/1/2023 13:53:29,936,0,1,One
4,T_0,343,737,-384,190,21696,2697811.424,Left,High,5/1/2023 13:53:29,936,0,1,One
5,T_0,162,818,-565,271,21696,2697811.424,Left,High,5/1/2023 13:53:29,936,0,1,One
1,T_0,1353,663,626,116,21697,2697936.311,Right,High,5/1/2023 13:53:30,61,0,1,One
