ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
1,T_0,582,323,-145,-224,20019,2490218.915,Left,High,5/1/2023 13:50:02,343,0,1,One
2,T_0,1355,729,628,182,20019,2490218.915,Right,High,5/1/2023 13:50:02,343,0,1,One
3,T_0,510,754,-217,207,20019,2490218.915,Left,High,5/1/2023 13:50:02,343,0,1,One
4,T_0,162,818,-565,271,20019,2490218.915,Left,High,5/1/2023 13:50:02,343,0,1,One
5,T_0,518,820,-209,273,20019,2490218.915,Left,High,5/1/2023 13:50:02,343,0,1,One
1,T_0,584,325,-143,-222,20020,2490328.265,Left,High,5/1/2023 13:50:02,453,0,1,One
2,T_0,1355,729,628,182,20020,2490328.265,Right,High,5/1/2023 13:50:02,453,0,1,One
3,T_0,510,755,-217,208,20020,2490328.265,Left,High,5/1/2023 13:50:02,453,0,1,One
4,T_0,162,819,-565,272,20020,2490328.265,Left,High,5/1/2023 13:50:02,453,0,1,One
5,T_0,518,820,-209,273,20020,2490328.265,Left,High,5/1/2023 13:50:02,453,0,1,One
1,T_0,584,325,-143,-222,20021,2490437.626,Left,High,5/1/2023 13:50:02,562,0,1,One
2,T_0,1355,729,628,182,20021,2490437.626,Right,High,5/1/2023 13:50:02,562,0,1,One
3,T_0,510,754,-217,207,20021,2490437.626,Left,High,5/1/2023 13:50:02,562,0,1,One
4,T_0,162,819,-565,272,20021,2490437.626,Left,High,5/1/2023 13:50:02,562,0,1,One
5,T_0,518,820,-209,273,20021,2490437.626,Left,High,5/1/2023 13:50:02,562,0,1,One
1,T_0,583,326,-144,-221,20022,2490546.973,Left,High,5/1/2023 13:50:02,671,0,1,One
2,T_0,1354,729,627,182,20022,2490546.973,Right,High,5/1/2023 13:50:02,671,0,1,One
3,T_0,511,755,-216,208,20022,2490546.973,Left,High,5/1/2023 13:50:02,671,0,1,One
4,T_0,162,818,-565,271,20022,2490546.973,Left,High,5/1/2023 13:50:02,671,0,1,One
5,T_0,518,820,-209,273,20022,2490546.973,Left,High,5/1/2023 13:50:02,671,0,1,One
1,T_0,584,325,-143,-222,20023,2490656.311,Left,High,5/1/2023 13:50:02,781,0,1,One
2,T_0,1352,729,625,182,20023,2490656.311,Right,High,5/1/2023 13:50:02,781,0,1,One
3,T_0,510,754,-217,207,20023,2490656.311,Left,High,5/1/2023 13:50:02,781,0,1,One
4,T_0,162,819,-565,272,20023,2490656.311,Left,High,5/1/2023 13:50:02,781,0,1,One
5,T_0,518,820,-209,273,20023,2490656.311,Left,High,5/1/2023 13:50:02,781,0,1,One
1,T_0,585,327,-142,-220,20024,2490765.659,Left,High,5/1/2023 13:50:02,890,0,1,One
2,T_0,1352,728,625,181,20024,2490765.659,Right,High,5/1/2023 13:50:02,890,0,1,One
3,T_0,510,754,-217,207,20024,2490765.659,Left,High,5/1/2023 13:50:02,890,0,1,One
4,T_0,162,818,-565,271,20024,2490765.659,Left,High,5/1/2023 13:50:02,890,0,1,One
5,T_0,518,820,-209,273,20024,2490765.659,Left,High,5/1/2023 13:50:02,890,0,1,One
1,T_0,585,329,-142,-218,20025,2490875.012,Left,High,5/1/2023 13:50:02,999,0,1,One
2,T_0,1352,729,625,182,20025,2490875.012,Right,High,5/1/2023 13:50:02,999,0,1,One
3,T_0,511,754,-216,207,20025,2490875.012,Left,High,5/1/2023 13:50:02,999,0,1,One
4,T_0,162,819,-565,272,20025,2490875.012,Left,High,5/1/2023 13:50:02,999,0,1,One
5,T_0,518,820,-209,273,20025,2490875.012,Left,High,5/1/2023 13:50:02,999,0,1,One
1,T_0,585,331,-142,-216,20026,2490984.36,Left,High,5/1/2023 13:50:03,109,0,1,One
2,T_0,1352,728,625,181,20026,2490984.36,Right,High,5/1/2023 13:50:03,109,0,1,One
3,T_0,511,755,-216,208,20026,2490984.36,Left,High,5/1/2023 13:50:03,109,0,1,One
4,T_0,162,819,-565,272,20026,2490984.36,Left,High,5/1/2023 13:50:03,109,0,1,One
5,T_0,518,820,-209,273,20026,2490984.36,Left,High,5/1/2023 13:50:03,109,0,1,One
1,T_0,587,332,-140,-215,20027,2491093.645,Left,High,5/1/2023 13:50:03,218,0,1,One
2,T_0,1352,729,625,182,20027,2491093.645,Right,High,5/1/2023 13:50:03,218,0,1,One
3,T_0,511,755,-216,208,20027,2491093.645,Left,High,5/1/2023 13:50:03,218,0,1,One
4,T_0,162,819,-565,272,20027,2491093.645,Left,High,5/1/2023 13:50:03,218,0,1,One
5,T_0,518,820,-209,273,20027,2491093.645,Left,High,5/1/2023 13:50:03,218,0,1,One
1,T_0,587,333,-140,-214,20028,2491203.06,Left,High,5/1/2023 13:50:03,327,0,1,One
2,T_0,1352,729,625,182,20028,2491203.06,Right,High,5/1/2023 13:50:03,327,0,1,One
3,T_0,510,754,-217,207,20028,2491203.06,Left,High,5/1/2023 13:50:03,327,0,1,One
4,T_0,162,818,-565,271,20028,2491203.06,Left,High,5/1/2023 13:50:03,327,0,1,One
5,T_0,518,820,-209,273,20028,2491203.06,Left,High,5/1/2023 13:50:03,327,0,1,One
1,T_0,587,335,-140,-212,20029,2491312.408,Left,High,5/1/2023 13:50:03,437,0,1,One
2,T_0,1352,729,625,182,20029,2491312.408,Right,High,5/1/2023 13:50:03,437,0,1,One
3,T_0,511,755,-216,208,20029,2491312.408,Left,High,5/1/2023 13:50:03,437,0,1,One
4,T_0,162,819,-565,272,20029,2491312.408,Left,High,5/1/2023 13:50:03,437,0,1,One
5,T_0,518,820,-209,273,20029,2491312.408,Left,High,5/1/2023 13:50:03,437,0,1,One
1,T_0,587,337,-140,-210,20030,2491421.775,Left,High,5/1/2023 13:50:03,546,0,1,One
2,T_0,1353,729,626,182,20030,2491421.775,Right,High,5/1/2023 13:50:03,546,0,1,One
3,T_0,511,754,-216,207,20030,2491421.775,Left,High,5/1/2023 13:50:03,546,0,1,One
4,T_0,162,819,-565,272,20030,2491421.775,Left,High,5/1/2023 13:50:03,546,0,1,One
5,T_0,518,820,-209,273,20030,2491421.775,Left,High,5/1/2023 13:50:03,546,0,1,One
1,T_0,587,339,-140,-208,20031,2491531.107,Left,High,5/1/2023 13:50:03,655,0,1,One
2,T_0,1353,730,626,183,20031,2491531.107,Right,High,5/1/2023 13:50:03,655,0,1,One
3,T_0,511,755,-216,208,20031,2491531.107,Left,High,5/1/2023 13:50:03,655,0,1,One
4,T_0,162,818,-565,271,20031,2491531.107,Left,High,5/1/2023 13:50:03,655,0,1,One
5,T_0,518,820,-209,273,20031,2491531.107,Left,High,5/1/2023 13:50:03,655,0,1,One
1,T_0,587,340,-140,-207,20032,2491640.487,Left,High,5/1/2023 13:50:03,765,0,1,One
2,T_0,1353,729,626,182,20032,2491640.487,Right,High,5/1/2023 13:50:03,765,0,1,One
3,T_0,510,754,-217,207,20032,2491640.487,Left,High,5/1/2023 13:50:03,765,0,1,One
4,T_0,162,819,-565,272,20032,2491640.487,Left,High,5/1/2023 13:50:03,765,0,1,One
5,T_0,518,820,-209,273,20032,2491640.487,Left,High,5/1/2023 13:50:03,765,0,1,One
1,T_0,587,341,-140,-206,20033,2491749.805,Left,High,5/1/2023 13:50:03,874,0,1,One
2,T_0,1351,728,624,181,20033,2491749.805,Right,High,5/1/2023 13:50:03,874,0,1,One
3,T_0,510,754,-217,207,20033,2491749.805,Left,High,5/1/2023 13:50:03,874,0,1,One
4,T_0,162,818,-565,271,20033,2491749.805,Left,High,5/1/2023 13:50:03,874,0,1,One
5,T_0,518,820,-209,273,20033,2491749.805,Left,High,5/1/2023 13:50:03,874,0,1,One
1,T_0,587,340,-140,-207,20034,2491859.158,Left,High,5/1/2023 13:50:03,983,0,1,One
2,T_0,1353,729,626,182,20034,2491859.158,Right,High,5/1/2023 13:50:03,983,0,1,One
3,T_0,511,754,-216,207,20034,2491859.158,Left,High,5/1/2023 13:50:03,983,0,1,One
4,T_0,162,818,-565,271,20034,2491859.158,Left,High,5/1/2023 13:50:03,983,0,1,One
5,T_0,518,820,-209,273,20034,2491859.158,Left,High,5/1/2023 13:50:03,983,0,1,One
1,T_0,588,341,-139,-206,20035,2491968.525,Left,High,5/1/2023 13:50:04,93,0,1,One
2,T_0,1353,729,626,182,20035,2491968.525,Right,High,5/1/2023 13:50:04,93,0,1,One
3,T_0,511,755,-216,208,20035,2491968.525,Left,High,5/1/2023 13:50:04,93,0,1,One
4,T_0,162,819,-565,272,20035,2491968.525,Left,High,5/1/2023 13:50:04,93,0,1,One
5,T_0,518,820,-209,273,20035,2491968.525,Left,High,5/1/2023 13:50:04,93,0,1,One
1,T_0,590,341,-137,-206,20036,2492077.856,Left,High,5/1/2023 13:50:04,202,0,1,One
2,T_0,1353,729,626,182,20036,2492077.856,Right,High,5/1/2023 13:50:04,202,0,1,One
3,T_0,510,755,-217,208,20036,2492077.856,Left,High,5/1/2023 13:50:04,202,0,1,One
4,T_0,162,819,-565,272,20036,2492077.856,Left,High,5/1/2023 13:50:04,202,0,1,One
5,T_0,518,820,-209,273,20036,2492077.856,Left,High,5/1/2023 13:50:04,202,0,1,One
1,T_0,590,341,-137,-206,20037,2492187.229,Left,High,5/1/2023 13:50:04,311,0,1,One
2,T_0,1353,728,626,181,20037,2492187.229,Right,High,5/1/2023 13:50:04,311,0,1,One
3,T_0,511,755,-216,208,20037,2492187.229,Left,High,5/1/2023 13:50:04,311,0,1,One
4,T_0,162,818,-565,271,20037,2492187.229,Left,High,5/1/2023 13:50:04,311,0,1,One
5,T_0,517,820,-210,273,20037,2492187.229,Left,High,5/1/2023 13:50:04,311,0,1,One
1,T_0,590,339,-137,-208,20038,2492296.559,Left,High,5/1/2023 13:50:04,421,0,1,One
2,T_0,1353,729,626,182,20038,2492296.559,Right,High,5/1/2023 13:50:04,421,0,1,One
3,T_0,511,755,-216,208,20038,2492296.559,Left,High,5/1/2023 13:50:04,421,0,1,One
4,T_0,162,818,-565,271,20038,2492296.559,Left,High,5/1/2023 13:50:04,421,0,1,One
5,T_0,518,820,-209,273,20038,2492296.559,Left,High,5/1/2023 13:50:04,421,0,1,One
1,T_0,591,338,-136,-209,20039,2492405.903,Left,High,5/1/2023 13:50:04,530,0,1,One
2,T_0,1353,729,626,182,20039,2492405.903,Right,High,5/1/2023 13:50:04,530,0,1,One
3,T_0,511,755,-216,208,20039,2492405.903,Left,High,5/1/2023 13:50:04,530,0,1,One
4,T_0,162,818,-565,271,20039,2492405.903,Left,High,5/1/2023 13:50:04,530,0,1,One
5,T_0,518,820,-209,273,20039,2492405.903,Left,High,5/1/2023 13:50:04,530,0,1,One
1,T_0,589,338,-138,-209,20040,2492515.262,Left,High,5/1/2023 13:50:04,640,0,1,One
2,T_0,1353,729,626,182,20040,2492515.262,Right,High,5/1/2023 13:50:04,640,0,1,One
3,T_0,511,755,-216,208,20040,2492515.262,Left,High,5/1/2023 13:50:04,640,0,1,One
4,T_0,162,819,-565,272,20040,2492515.262,Left,High,5/1/2023 13:50:04,640,0,1,One
5,T_0,518,820,-209,273,20040,2492515.262,Left,High,5/1/2023 13:50:04,640,0,1,One
1,T_0,588,337,-139,-210,20041,2492624.606,Left,High,5/1/2023 13:50:04,749,0,1,One
2,T_0,1353,729,626,182,20041,2492624.606,Right,High,5/1/2023 13:50:04,749,0,1,One
3,T_0,511,754,-216,207,20041,2492624.606,Left,High,5/1/2023 13:50:04,749,0,1,One
4,T_0,162,818,-565,271,20041,2492624.606,Left,High,5/1/2023 13:50:04,749,0,1,One
5,T_0,518,821,-209,274,20041,2492624.606,Left,High,5/1/2023 13:50:04,749,0,1,One
1,T_0,588,337,-139,-210,20042,2492733.952,Left,High,5/1/2023 13:50:04,858,0,1,One
2,T_0,1353,730,626,183,20042,2492733.952,Right,High,5/1/2023 13:50:04,858,0,1,One
3,T_0,511,755,-216,208,20042,2492733.952,Left,High,5/1/2023 13:50:04,858,0,1,One
4,T_0,162,819,-565,272,20042,2492733.952,Left,High,5/1/2023 13:50:04,858,0,1,One
5,T_0,518,820,-209,273,20042,2492733.952,Left,High,5/1/2023 13:50:04,858,0,1,One
1,T_0,589,338,-138,-209,20043,2492843.304,Left,High,5/1/2023 13:50:04,968,0,1,One
2,T_0,1353,729,626,182,20043,2492843.304,Right,High,5/1/2023 13:50:04,968,0,1,One
3,T_0,511,754,-216,207,20043,2492843.304,Left,High,5/1/2023 13:50:04,968,0,1,One
4,T_0,162,818,-565,271,20043,2492843.304,Left,High,5/1/2023 13:50:04,968,0,1,One
5,T_0,518,820,-209,273,20043,2492843.304,Left,High,5/1/2023 13:50:04,968,0,1,One
1,T_0,590,339,-137,-208,20044,2492952.653,Left,High,5/1/2023 13:50:05,77,0,1,One
2,T_0,1353,730,626,183,20044,2492952.653,Right,High,5/1/2023 13:50:05,77,0,1,One
3,T_0,510,754,-217,207,20044,2492952.653,Left,High,5/1/2023 13:50:05,77,0,1,One
4,T_0,162,818,-565,271,20044,2492952.653,Left,High,5/1/2023 13:50:05,77,0,1,One
5,T_0,518,820,-209,273,20044,2492952.653,Left,High,5/1/2023 13:50:05,77,0,1,One
1,T_0,589,343,-138,-204,20045,2493062.004,Left,High,5/1/2023 13:50:05,186,0,1,One
2,T_0,1354,729,627,182,20045,2493062.004,Right,High,5/1/2023 13:50:05,186,0,1,One
3,T_0,510,754,-217,207,20045,2493062.004,Left,High,5/1/2023 13:50:05,186,0,1,One
4,T_0,162,818,-565,271,20045,2493062.004,Left,High,5/1/2023 13:50:05,186,0,1,One
5,T_0,518,821,-209,274,20045,2493062.004,Left,High,5/1/2023 13:50:05,186,0,1,One
1,T_0,589,343,-138,-204,20046,2493171.353,Left,High,5/1/2023 13:50:05,296,0,1,One
2,T_0,1353,730,626,183,20046,2493171.353,Right,High,5/1/2023 13:50:05,296,0,1,One
3,T_0,510,754,-217,207,20046,2493171.353,Left,High,5/1/2023 13:50:05,296,0,1,One
4,T_0,162,819,-565,272,20046,2493171.353,Left,High,5/1/2023 13:50:05,296,0,1,One
5,T_0,518,821,-209,274,20046,2493171.353,Left,High,5/1/2023 13:50:05,296,0,1,One
1,T_0,589,342,-138,-205,20047,2493280.701,Left,High,5/1/2023 13:50:05,405,0,1,One
2,T_0,1353,730,626,183,20047,2493280.701,Right,High,5/1/2023 13:50:05,405,0,1,One
3,T_0,511,754,-216,207,20047,2493280.701,Left,High,5/1/2023 13:50:05,405,0,1,One
4,T_0,162,819,-565,272,20047,2493280.701,Left,High,5/1/2023 13:50:05,405,0,1,One
5,T_0,517,821,-210,274,20047,2493280.701,Left,High,5/1/2023 13:50:05,405,0,1,One
1,T_0,588,344,-139,-203,20048,2493390.058,Left,High,5/1/2023 13:50:05,514,0,1,One
2,T_0,1353,730,626,183,20048,2493390.058,Right,High,5/1/2023 13:50:05,514,0,1,One
3,T_0,511,755,-216,208,20048,2493390.058,Left,High,5/1/2023 13:50:05,514,0,1,One
4,T_0,162,818,-565,271,20048,2493390.058,Left,High,5/1/2023 13:50:05,514,0,1,One
5,T_0,518,821,-209,274,20048,2493390.058,Left,High,5/1/2023 13:50:05,514,0,1,One
1,T_0,586,345,-141,-202,20049,2493499.402,Left,High,5/1/2023 13:50:05,624,0,1,One
2,T_0,1353,730,626,183,20049,2493499.402,Right,High,5/1/2023 13:50:05,624,0,1,One
3,T_0,511,754,-216,207,20049,2493499.402,Left,High,5/1/2023 13:50:05,624,0,1,One
4,T_0,162,818,-565,271,20049,2493499.402,Left,High,5/1/2023 13:50:05,624,0,1,One
5,T_0,518,821,-209,274,20049,2493499.402,Left,High,5/1/2023 13:50:05,624,0,1,One
1,T_0,587,344,-140,-203,20050,2493608.775,Left,High,5/1/2023 13:50:05,733,0,1,One
2,T_0,1354,730,627,183,20050,2493608.775,Right,High,5/1/2023 13:50:05,733,0,1,One
3,T_0,511,754,-216,207,20050,2493608.775,Left,High,5/1/2023 13:50:05,733,0,1,One
4,T_0,162,818,-565,271,20050,2493608.775,Left,High,5/1/2023 13:50:05,733,0,1,One
5,T_0,519,820,-208,273,20050,2493608.775,Left,High,5/1/2023 13:50:05,733,0,1,One
1,T_0,588,346,-139,-201,20051,2493718.102,Left,High,5/1/2023 13:50:05,842,0,1,One
2,T_0,1354,730,627,183,20051,2493718.102,Right,High,5/1/2023 13:50:05,842,0,1,One
3,T_0,511,755,-216,208,20051,2493718.102,Left,High,5/1/2023 13:50:05,842,0,1,One
4,T_0,162,819,-565,272,20051,2493718.102,Left,High,5/1/2023 13:50:05,842,0,1,One
5,T_0,520,819,-207,272,20051,2493718.102,Left,High,5/1/2023 13:50:05,842,0,1,One
1,T_0,588,346,-139,-201,20052,2493827.462,Left,High,5/1/2023 13:50:05,952,0,1,One
2,T_0,1354,730,627,183,20052,2493827.462,Right,High,5/1/2023 13:50:05,952,0,1,One
3,T_0,511,754,-216,207,20052,2493827.462,Left,High,5/1/2023 13:50:05,952,0,1,One
4,T_0,162,819,-565,272,20052,2493827.462,Left,High,5/1/2023 13:50:05,952,0,1,One
5,T_0,520,819,-207,272,20052,2493827.462,Left,High,5/1/2023 13:50:05,952,0,1,One
1,T_0,588,346,-139,-201,20053,2493936.802,Left,High,5/1/2023 13:50:06,61,0,1,One
2,T_0,1355,730,628,183,20053,2493936.802,Right,High,5/1/2023 13:50:06,61,0,1,One
3,T_0,511,755,-216,208,20053,2493936.802,Left,High,5/1/2023 13:50:06,61,0,1,One
4,T_0,162,819,-565,272,20053,2493936.802,Left,High,5/1/2023 13:50:06,61,0,1,One
5,T_0,520,819,-207,272,20053,2493936.802,Left,High,5/1/2023 13:50:06,61,0,1,One
1,T_0,588,346,-139,-201,20054,2494046.151,Left,High,5/1/2023 13:50:06,170,0,1,One
2,T_0,1355,730,628,183,20054,2494046.151,Right,High,5/1/2023 13:50:06,170,0,1,One
3,T_0,511,754,-216,207,20054,2494046.151,Left,High,5/1/2023 13:50:06,170,0,1,One
4,T_0,162,818,-565,271,20054,2494046.151,Left,High,5/1/2023 13:50:06,170,0,1,One
5,T_0,519,819,-208,272,20054,2494046.151,Left,High,5/1/2023 13:50:06,170,0,1,One
1,T_0,589,346,-138,-201,20055,2494155.518,Left,High,5/1/2023 13:50:06,280,0,1,One
2,T_0,1356,730,629,183,20055,2494155.518,Right,High,5/1/2023 13:50:06,280,0,1,One
3,T_0,510,754,-217,207,20055,2494155.518,Left,High,5/1/2023 13:50:06,280,0,1,One
4,T_0,162,818,-565,271,20055,2494155.518,Left,High,5/1/2023 13:50:06,280,0,1,One
5,T_0,520,819,-207,272,20055,2494155.518,Left,High,5/1/2023 13:50:06,280,0,1,One
1,T_0,589,346,-138,-201,20056,2494264.786,Left,High,5/1/2023 13:50:06,389,0,1,One
2,T_0,1356,730,629,183,20056,2494264.786,Right,High,5/1/2023 13:50:06,389,0,1,One
3,T_0,511,754,-216,207,20056,2494264.786,Left,High,5/1/2023 13:50:06,389,0,1,One
4,T_0,162,819,-565,272,20056,2494264.786,Left,High,5/1/2023 13:50:06,389,0,1,One
5,T_0,520,819,-207,272,20056,2494264.786,Left,High,5/1/2023 13:50:06,389,0,1,One
1,T_0,589,346,-138,-201,20057,2494374.136,Left,High,5/1/2023 13:50:06,498,0,1,One
2,T_0,1356,730,629,183,20057,2494374.136,Right,High,5/1/2023 13:50:06,498,0,1,One
3,T_0,510,754,-217,207,20057,2494374.136,Left,High,5/1/2023 13:50:06,498,0,1,One
4,T_0,162,819,-565,272,20057,2494374.136,Left,High,5/1/2023 13:50:06,498,0,1,One
5,T_0,520,819,-207,272,20057,2494374.136,Left,High,5/1/2023 13:50:06,498,0,1,One
1,T_0,589,347,-138,-200,20058,2494483.485,Left,High,5/1/2023 13:50:06,608,0,1,One
2,T_0,1356,730,629,183,20058,2494483.485,Right,High,5/1/2023 13:50:06,608,0,1,One
3,T_0,511,755,-216,208,20058,2494483.485,Left,High,5/1/2023 13:50:06,608,0,1,One
4,T_0,162,819,-565,272,20058,2494483.485,Left,High,5/1/2023 13:50:06,608,0,1,One
5,T_0,520,818,-207,271,20058,2494483.485,Left,High,5/1/2023 13:50:06,608,0,1,One
1,T_0,589,347,-138,-200,20059,2494592.905,Left,High,5/1/2023 13:50:06,717,0,1,One
2,T_0,1356,730,629,183,20059,2494592.905,Right,High,5/1/2023 13:50:06,717,0,1,One
3,T_0,511,754,-216,207,20059,2494592.905,Left,High,5/1/2023 13:50:06,717,0,1,One
4,T_0,162,819,-565,272,20059,2494592.905,Left,High,5/1/2023 13:50:06,717,0,1,One
5,T_0,519,818,-208,271,20059,2494592.905,Left,High,5/1/2023 13:50:06,717,0,1,One
1,T_0,589,346,-138,-201,20060,2494702.248,Left,High,5/1/2023 13:50:06,827,0,1,One
2,T_0,1356,730,629,183,20060,2494702.248,Right,High,5/1/2023 13:50:06,827,0,1,One
3,T_0,511,755,-216,208,20060,2494702.248,Left,High,5/1/2023 13:50:06,827,0,1,One
4,T_0,162,819,-565,272,20060,2494702.248,Left,High,5/1/2023 13:50:06,827,0,1,One
5,T_0,520,819,-207,272,20060,2494702.248,Left,High,5/1/2023 13:50:06,827,0,1,One
1,T_0,589,347,-138,-200,20061,2494811.601,Left,High,5/1/2023 13:50:06,936,0,1,One
2,T_0,1356,730,629,183,20061,2494811.601,Right,High,5/1/2023 13:50:06,936,0,1,One
3,T_0,511,755,-216,208,20061,2494811.601,Left,High,5/1/2023 13:50:06,936,0,1,One
4,T_0,162,819,-565,272,20061,2494811.601,Left,High,5/1/2023 13:50:06,936,0,1,One
5,T_0,520,818,-207,271,20061,2494811.601,Left,High,5/1/2023 13:50:06,936,0,1,One
1,T_0,589,347,-138,-200,20062,2494920.948,Left,High,5/1/2023 13:50:07,45,0,1,One
2,T_0,1356,730,629,183,20062,2494920.948,Right,High,5/1/2023 13:50:07,45,0,1,One
3,T_0,511,755,-216,208,20062,2494920.948,Left,High,5/1/2023 13:50:07,45,0,1,One
4,T_0,162,819,-565,272,20062,2494920.948,Left,High,5/1/2023 13:50:07,45,0,1,One
5,T_0,520,818,-207,271,20062,2494920.948,Left,High,5/1/2023 13:50:07,45,0,1,One
1,T_0,589,347,-138,-200,20063,2495030.303,Left,High,5/1/2023 13:50:07,155,0,1,One
2,T_0,1357,730,630,183,20063,2495030.303,Right,High,5/1/2023 13:50:07,155,0,1,One
3,T_0,511,755,-216,208,20063,2495030.303,Left,High,5/1/2023 13:50:07,155,0,1,One
4,T_0,162,819,-565,272,20063,2495030.303,Left,High,5/1/2023 13:50:07,155,0,1,One
5,T_0,520,819,-207,272,20063,2495030.303,Left,High,5/1/2023 13:50:07,155,0,1,One
1,T_0,589,347,-138,-200,20064,2495139.646,Left,High,5/1/2023 13:50:07,264,0,1,One
2,T_0,1357,730,630,183,20064,2495139.646,Right,High,5/1/2023 13:50:07,264,0,1,One
3,T_0,511,755,-216,208,20064,2495139.646,Left,High,5/1/2023 13:50:07,264,0,1,One
4,T_0,162,819,-565,272,20064,2495139.646,Left,High,5/1/2023 13:50:07,264,0,1,One
5,T_0,520,818,-207,271,20064,2495139.646,Left,High,5/1/2023 13:50:07,264,0,1,One
1,T_0,588,347,-139,-200,20065,2495248.999,Left,High,5/1/2023 13:50:07,373,0,1,One
2,T_0,1356,730,629,183,20065,2495248.999,Right,High,5/1/2023 13:50:07,373,0,1,One
3,T_0,511,755,-216,208,20065,2495248.999,Left,High,5/1/2023 13:50:07,373,0,1,One
4,T_0,162,819,-565,272,20065,2495248.999,Left,High,5/1/2023 13:50:07,373,0,1,One
5,T_0,520,819,-207,272,20065,2495248.999,Left,High,5/1/2023 13:50:07,373,0,1,One
1,T_0,587,347,-140,-200,20066,2495358.346,Left,High,5/1/2023 13:50:07,483,0,1,One
2,T_0,1357,730,630,183,20066,2495358.346,Right,High,5/1/2023 13:50:07,483,0,1,One
3,T_0,511,754,-216,207,20066,2495358.346,Left,High,5/1/2023 13:50:07,483,0,1,One
4,T_0,162,819,-565,272,20066,2495358.346,Left,High,5/1/2023 13:50:07,483,0,1,One
5,T_0,520,819,-207,272,20066,2495358.346,Left,High,5/1/2023 13:50:07,483,0,1,One
1,T_0,587,347,-140,-200,20067,2495467.694,Left,High,5/1/2023 13:50:07,592,0,1,One
2,T_0,1356,730,629,183,20067,2495467.694,Right,High,5/1/2023 13:50:07,592,0,1,One
3,T_0,511,754,-216,207,20067,2495467.694,Left,High,5/1/2023 13:50:07,592,0,1,One
4,T_0,162,819,-565,272,20067,2495467.694,Left,High,5/1/2023 13:50:07,592,0,1,One
5,T_0,519,819,-208,272,20067,2495467.694,Left,High,5/1/2023 13:50:07,592,0,1,One
1,T_0,587,347,-140,-200,20068,2495577.046,Left,High,5/1/2023 13:50:07,701,0,1,One
2,T_0,1357,730,630,183,20068,2495577.046,Right,High,5/1/2023 13:50:07,701,0,1,One
3,T_0,511,755,-216,208,20068,2495577.046,Left,High,5/1/2023 13:50:07,701,0,1,One
4,T_0,162,819,-565,272,20068,2495577.046,Left,High,5/1/2023 13:50:07,701,0,1,One
5,T_0,520,819,-207,272,20068,2495577.046,Left,High,5/1/2023 13:50:07,701,0,1,One
1,T_0,587,348,-140,-199,20069,2495686.4,Left,High,5/1/2023 13:50:07,811,0,1,One
2,T_0,1357,730,630,183,20069,2495686.4,Right,High,5/1/2023 13:50:07,811,0,1,One
3,T_0,511,755,-216,208,20069,2495686.4,Left,High,5/1/2023 13:50:07,811,0,1,One
4,T_0,162,819,-565,272,20069,2495686.4,Left,High,5/1/2023 13:50:07,811,0,1,One
5,T_0,519,819,-208,272,20069,2495686.4,Left,High,5/1/2023 13:50:07,811,0,1,One
1,T_0,588,349,-139,-198,20070,2495795.742,Left,High,5/1/2023 13:50:07,920,0,1,One
2,T_0,1357,730,630,183,20070,2495795.742,Right,High,5/1/2023 13:50:07,920,0,1,One
3,T_0,511,755,-216,208,20070,2495795.742,Left,High,5/1/2023 13:50:07,920,0,1,One
4,T_0,162,819,-565,272,20070,2495795.742,Left,High,5/1/2023 13:50:07,920,0,1,One
5,T_0,519,819,-208,272,20070,2495795.742,Left,High,5/1/2023 13:50:07,920,0,1,One
1,T_0,588,350,-139,-197,20071,2495905.094,Left,High,5/1/2023 13:50:08,29,0,1,One
2,T_0,1357,730,630,183,20071,2495905.094,Right,High,5/1/2023 13:50:08,29,0,1,One
3,T_0,511,755,-216,208,20071,2495905.094,Left,High,5/1/2023 13:50:08,29,0,1,One
4,T_0,162,819,-565,272,20071,2495905.094,Left,High,5/1/2023 13:50:08,29,0,1,One
5,T_0,520,819,-207,272,20071,2495905.094,Left,High,5/1/2023 13:50:08,29,0,1,One
1,T_0,588,351,-139,-196,20072,2496014.444,Left,High,5/1/2023 13:50:08,139,0,1,One
2,T_0,1356,730,629,183,20072,2496014.444,Right,High,5/1/2023 13:50:08,139,0,1,One
3,T_0,511,755,-216,208,20072,2496014.444,Left,High,5/1/2023 13:50:08,139,0,1,One
4,T_0,162,819,-565,272,20072,2496014.444,Left,High,5/1/2023 13:50:08,139,0,1,One
5,T_0,520,819,-207,272,20072,2496014.444,Left,High,5/1/2023 13:50:08,139,0,1,One
1,T_0,587,351,-140,-196,20073,2496123.808,Left,High,5/1/2023 13:50:08,248,0,1,One
2,T_0,1356,730,629,183,20073,2496123.808,Right,High,5/1/2023 13:50:08,248,0,1,One
3,T_0,511,754,-216,207,20073,2496123.808,Left,High,5/1/2023 13:50:08,248,0,1,One
4,T_0,162,819,-565,272,20073,2496123.808,Left,High,5/1/2023 13:50:08,248,0,1,One
5,T_0,519,820,-208,273,20073,2496123.808,Left,High,5/1/2023 13:50:08,248,0,1,One
1,T_0,588,351,-139,-196,20074,2496233.148,Left,High,5/1/2023 13:50:08,357,0,1,One
2,T_0,1356,729,629,182,20074,2496233.148,Right,High,5/1/2023 13:50:08,357,0,1,One
