"TrackingRegion","ObsMinutes","AvgClosestNeighbor","SEMClosestNeighbor","AvgSEMClosestNeighbor","Zero","OnTarget","OffTarget","PercOnTarget","StartMin","EndMin"
"Trach",16.4746374716667,268.021453178918,0.796853594090418,71.9564373725457,0,8397,624,0.930828067841703,0,0
